"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","FISHLAND","NLD","TONNE","A","2008",1271024,
"KOR","FISHLAND","NLD","TONNE","A","2009",1216123,
"KOR","FISHLAND","NLD","TONNE","A","2010",1119493,
"KOR","FISHLAND","NLD","TONNE","A","2011",1220702,
"KOR","FISHLAND","NLD","TONNE","A","2012",1080908,
"KOR","FISHLAND","NLD","TONNE","A","2013",1036131,
"KOR","FISHLAND","NLD","TONNE","A","2014",1049007,
"KOR","FISHLAND","NLD","TONNE","A","2015",1050496,
"KOR","FISHLAND","NLD","TONNE","A","2016",898718,
"KOR","FISHLAND","NLD","TONNE","A","2017",918766,
"KOR","FISHLAND","NLD","TONNE","A","2018",999540.7738,
"KOR","FISHLAND","NLD","TONNE","A","2019",903329.2221,
"KOR","FISHLAND","NLD","TONNE","A","2020",924757.1121,
"KOR","FISHLAND","NLF","TONNE","A","2017",37579.060788,
"KOR","FISHLAND","NLF","TONNE","A","2018",36628.61171,
"KOR","FISHLAND","NLF","TONNE","A","2019",40527.991,
"KOR","FISHLAND","NLF","TONNE","A","2020",20589.229,
"KOR","FISHLAND","NLD","USD","A","1995",3189382704.3078,
"KOR","FISHLAND","NLD","USD","A","1996",3378649404.1608,
"KOR","FISHLAND","NLD","USD","A","1997",2595588986.1285,
"KOR","FISHLAND","NLD","USD","A","1998",1630527696.0351,
"KOR","FISHLAND","NLD","USD","A","1999",1912398494.1723,
"KOR","FISHLAND","NLD","USD","A","2000",2051727513.8803,
"KOR","FISHLAND","NLD","USD","A","2001",1904169279.657,
"KOR","FISHLAND","NLD","USD","A","2002",1981418365.3806,
"KOR","FISHLAND","NLD","USD","A","2003",2015196873.4893,
"KOR","FISHLAND","NLD","USD","A","2004",2273855423.3901,
"KOR","FISHLAND","NLD","USD","A","2005",2629388027.4195,
"KOR","FISHLAND","NLD","USD","A","2006",2865420729.7276,
"KOR","FISHLAND","NLD","USD","A","2007",3144950151.9424,
"KOR","FISHLAND","NLD","USD","A","2008",2914635816.7022,
"KOR","FISHLAND","NLD","USD","A","2009",2844105036.5915,
"KOR","FISHLAND","NLD","USD","A","2010",3368840430.0991,
"KOR","FISHLAND","NLD","USD","A","2011",3995427729.4568,
"KOR","FISHLAND","NLD","USD","A","2012",3496138596.9364,
"KOR","FISHLAND","NLD","USD","A","2013",3411217967.3701,
"KOR","FISHLAND","NLD","USD","A","2014",3568775077.0396,
"KOR","FISHLAND","NLD","USD","A","2015",3261138362.1053,
"KOR","FISHLAND","NLD","USD","A","2016",3121039859.0914,
"KOR","FISHLAND","NLD","USD","A","2017",3537003264.184,
"KOR","FISHLAND","NLD","USD","A","2018",3733956755.6357,
"KOR","FISHLAND","NLD","USD","A","2019",3381315786.7066,
"KOR","FISHLAND","NLD","USD","A","2020",3686948432.7422,
"MEX","FISHLAND","NLD","TONNE","A","1997",1177827,
"MEX","FISHLAND","NLD","TONNE","A","1998",937657,
"MEX","FISHLAND","NLD","TONNE","A","1999",1061465.185,
"MEX","FISHLAND","NLD","TONNE","A","2000",1162610,
"MEX","FISHLAND","NLD","TONNE","A","2001",1227171,
"MEX","FISHLAND","NLD","TONNE","A","2002",1269495,
"MEX","FISHLAND","NLD","TONNE","A","2003",1279060,
"MEX","FISHLAND","NLD","TONNE","A","2004",1241072.7,
"MEX","FISHLAND","NLD","TONNE","A","2005",1169838.9885,
"MEX","FISHLAND","NLD","TONNE","A","2006",1213680.2141115,
"MEX","FISHLAND","NLD","TONNE","A","2007",1291863.2949841,
"MEX","FISHLAND","NLD","TONNE","A","2008",1397637.6866915,
"MEX","FISHLAND","NLD","TONNE","A","2009",1414226.0010044,
"MEX","FISHLAND","NLD","TONNE","A","2010",1318827.816543,
"MEX","FISHLAND","NLD","TONNE","A","2011",1340382.3350966,
"MEX","FISHLAND","NLD","TONNE","A","2012",1348582.2945347,
"MEX","FISHLAND","NLD","TONNE","A","2013",1456107.4538399,
"MEX","FISHLAND","NLD","TONNE","A","2014",1419794.0677873,
"MEX","FISHLAND","NLD","TONNE","A","2015",1367752.9000471,
"MEX","FISHLAND","NLD","TONNE","A","2016",1400408.7553633,
"MEX","FISHLAND","NLD","TONNE","A","2017",1454297.8155373,
"MEX","FISHLAND","NLD","TONNE","A","2018",1772336.4495567,
"MEX","FISHLAND","NLD","TONNE","A","2019",1541932.7111143,
"MEX","FISHLAND","NLD","TONNE","A","2020",1662203.4625813,
"MEX","FISHLAND","NLF","TONNE","A","1997",43959,
"MEX","FISHLAND","NLF","TONNE","A","1998",15910,
"MEX","FISHLAND","NLF","TONNE","A","1999",34814.856,
"MEX","FISHLAND","NLF","TONNE","A","2000",31188,
"MEX","FISHLAND","NLF","TONNE","A","2001",35382,
"MEX","FISHLAND","NLF","TONNE","A","2002",25994,
"MEX","FISHLAND","NLF","TONNE","A","2003",23951,
"MEX","FISHLAND","NLF","TONNE","A","2004",23908,
"MEX","FISHLAND","NLD","USD","A","1997",1005713962.6437,
"MEX","FISHLAND","NLD","USD","A","1998",888071173.32929,
"MEX","FISHLAND","NLD","USD","A","1999",943379970.48079,
"MEX","FISHLAND","NLD","USD","A","2000",1029695362.0331,
"MEX","FISHLAND","NLD","USD","A","2001",1035177939.1413,
"MEX","FISHLAND","NLD","USD","A","2002",1004855528.1032,
"MEX","FISHLAND","NLD","USD","A","2003",917974182.447,
"MEX","FISHLAND","NLD","USD","A","2004",917475106.78002,
"MEX","FISHLAND","NLD","USD","A","2005",873726624.37791,
"MEX","FISHLAND","NLD","USD","A","2006",968239152.29863,
"MEX","FISHLAND","NLD","USD","A","2007",1047037348.4317,
"MEX","FISHLAND","NLD","USD","A","2008",950461088.89405,
"MEX","FISHLAND","NLD","USD","A","2009",790684616.67658,
"MEX","FISHLAND","NLD","USD","A","2010",910557239.46795,
"MEX","FISHLAND","NLD","USD","A","2011",929466190.0441,
"MEX","FISHLAND","NLD","USD","A","2012",925247361.84808,
"MEX","FISHLAND","NLD","USD","A","2013",1042232926.4091,
"MEX","FISHLAND","NLD","USD","A","2014",1135136680.8716,
"MEX","FISHLAND","NLD","USD","A","2015",1294350269.6237,
"MEX","FISHLAND","NLD","USD","A","2016",1144743431.0495,
"MEX","FISHLAND","NLD","USD","A","2017",841947589.10317,
"MEX","FISHLAND","NLD","USD","A","2018",1988442004.0318,
"MEX","FISHLAND","NLD","USD","A","2019",2004294236.4155,
"MEX","FISHLAND","NLD","USD","A","2020",1853733193.8597,
"MEX","FISHLAND","NLF","USD","A","1997",11549094.312538,
"MEX","FISHLAND","NLF","USD","A","1998",14477018.402488,
"MEX","FISHLAND","NLF","USD","A","1999",15972105.978012,
"MEX","FISHLAND","NLF","USD","A","2000",15050350.788371,
"MEX","FISHLAND","NLF","USD","A","2001",10166137.028738,
"MEX","FISHLAND","NLF","USD","A","2002",9978583.6694098,
"MEX","FISHLAND","NLF","USD","A","2003",10397123.501089,
"MEX","FISHLAND","NLF","USD","A","2004",10238245.59481,
"NLD","FISHLAND","NLD","TONNE","A","2008",415986.986,
"NLD","FISHLAND","NLD","TONNE","A","2009",355788.257,
"NLD","FISHLAND","NLD","TONNE","A","2010",386749.71,
"NLD","FISHLAND","NLD","TONNE","A","2011",351757.029,
"NLD","FISHLAND","NLD","TONNE","A","2012",343711.666,
"NLD","FISHLAND","NLD","TONNE","A","2013",345084.687,
"NLD","FISHLAND","NLD","TONNE","A","2014",382351.673,
"NLD","FISHLAND","NLD","TONNE","A","2015",330463.503,
"NLD","FISHLAND","NLD","TONNE","A","2016",366794.855,
"NLD","FISHLAND","NLD","TONNE","A","2017",411766.181,
"NLD","FISHLAND","NLD","TONNE","A","2018",357305.63670019,
"NLD","FISHLAND","NLD","TONNE","A","2019",272268.8120995,
"NLD","FISHLAND","NLD","TONNE","A","2020",251463.10907509,
"NLD","FISHLAND","NLF","TONNE","A","2018",37440.662873069,
"NLD","FISHLAND","NLF","TONNE","A","2019",37624.156758242,
"NLD","FISHLAND","NLF","TONNE","A","2020",46402.751512128,
"NLD","FISHLAND","NLD","USD","A","2008",556236389.22992,
"NLD","FISHLAND","NLD","USD","A","2009",463077997.90401,
"NLD","FISHLAND","NLD","USD","A","2010",461819370.10055,
"NLD","FISHLAND","NLD","USD","A","2011",471676104.74256,
"NLD","FISHLAND","NLD","USD","A","2012",459239480.64399,
"NLD","FISHLAND","NLD","USD","A","2013",486697040.61491,
"NLD","FISHLAND","NLD","USD","A","2014",495965029.94541,
"NLD","FISHLAND","NLD","USD","A","2015",415972472.32738,
"NLD","FISHLAND","NLD","USD","A","2016",515833010.09287,
"NLD","FISHLAND","NLD","USD","A","2017",496122012.03415,
"NLD","FISHLAND","NLD","USD","A","2018",441811696.83015,
"NLD","FISHLAND","NLD","USD","A","2019",330272269.64522,
"NLD","FISHLAND","NLD","USD","A","2020",316260179.50562,
"NLD","FISHLAND","NLF","USD","A","2018",73251597.860679,
"NLD","FISHLAND","NLF","USD","A","2019",62210289.22652,
"NLD","FISHLAND","NLF","USD","A","2020",58968276.101223,
"NZL","FISHLAND","NLD","TONNE","A","2001",95236.372,
"NZL","FISHLAND","NLD","TONNE","A","2002",557183.66081633,
"NZL","FISHLAND","NLD","TONNE","A","2003",525642.09773469,
"NZL","FISHLAND","NLD","TONNE","A","2004",518267.80930612,
"NZL","FISHLAND","NLD","TONNE","A","2005",505438.03673469,
"NZL","FISHLAND","NLD","TONNE","A","2006",463129.84540816,
"NZL","FISHLAND","NLD","TONNE","A","2007",464713.34732653,
"NZL","FISHLAND","NLD","TONNE","A","2008",429613.3225102,
"NZL","FISHLAND","NLD","TONNE","A","2009",415192.35581633,
"NZL","FISHLAND","NLD","TONNE","A","2010",416961.25567347,
"NZL","FISHLAND","NLD","TONNE","A","2011",426894.23346939,
"NZL","FISHLAND","NLD","TONNE","A","2012",431922.59361224,
"NZL","FISHLAND","NLD","TONNE","A","2013",426297.06522449,
"NZL","FISHLAND","NLD","TONNE","A","2014",426606.62461224,
"NZL","FISHLAND","NLD","TONNE","A","2015",434547.85479592,
"NZL","FISHLAND","NLD","TONNE","A","2016",416199.00389796,
"NZL","FISHLAND","NLD","TONNE","A","2017",418294.81669388,
"NZL","FISHLAND","NLD","TONNE","A","2018",398123.98904082,
"NZL","FISHLAND","NLD","TONNE","A","2019",418039.94776563,
"NZL","FISHLAND","NLD","TONNE","A","2020",365483.95097959,
"NZL","FISHLAND","NLF","TONNE","A","2001",3018.9,
"NZL","FISHLAND","NLF","TONNE","A","2002",13722.26,
"NZL","FISHLAND","NLF","TONNE","A","2003",11717.225,
"NZL","FISHLAND","NLF","TONNE","A","2004",5273.761,
"NZL","FISHLAND","NLF","TONNE","A","2005",5275.94,
"NZL","FISHLAND","NLF","TONNE","A","2006",4469.254,
"NZL","FISHLAND","NLF","TONNE","A","2007",6164.982,
"NZL","FISHLAND","NLF","TONNE","A","2008",8590.224,
"NZL","FISHLAND","NLF","TONNE","A","2009",19772.677,
"NZL","FISHLAND","NLF","TONNE","A","2010",12989.082,
"NZL","FISHLAND","NLF","TONNE","A","2011",9459.922,
"NZL","FISHLAND","NLF","TONNE","A","2012",7141.4,
"NZL","FISHLAND","NLF","TONNE","A","2013",11233.5,
"NZL","FISHLAND","NLF","TONNE","A","2014",6105.54,
"NZL","FISHLAND","NLF","TONNE","A","2015",5433.6,
"NZL","FISHLAND","NLF","TONNE","A","2016",5903.07,
"NZL","FISHLAND","NLF","TONNE","A","2017",3817.095,
"NZL","FISHLAND","NLF","TONNE","A","2018",2209.325,
"NZL","FISHLAND","NLF","TONNE","A","2019",2832.75,
"NZL","FISHLAND","NLF","TONNE","A","2020",969.0119808,
"NZL","FISHLAND","NLD","USD","A","2001",84586988.847067,
"NZL","FISHLAND","NLD","USD","A","2002",399699515.19207,
"NZL","FISHLAND","NLD","USD","A","2003",417901820.86523,
"NZL","FISHLAND","NLD","USD","A","2004",430564958.10195,
"NZL","FISHLAND","NLD","USD","A","2005",444804683.07114,
"NZL","FISHLAND","NLD","USD","A","2006",365154788.28661,
"NZL","FISHLAND","NLD","USD","A","2007",480925672.914,
"NZL","FISHLAND","NLD","USD","A","2008",433386717.48717,
"NZL","FISHLAND","NLD","USD","A","2009",370506533.03124,
"NZL","FISHLAND","NLD","USD","A","2010",526801904.01071,
"NZL","FISHLAND","NLD","USD","A","2011",586121543.94745,
"NZL","FISHLAND","NLD","USD","A","2012",609739071.667,
"NZL","FISHLAND","NLD","USD","A","2013",630270088.67516,
"NZL","FISHLAND","NLD","USD","A","2014",605954527.44906,
"NZL","FISHLAND","NLD","USD","A","2015",521350596.80489,
"NZL","FISHLAND","NLD","USD","A","2016",549009352.71055,
"NZL","FISHLAND","NLD","USD","A","2017",544033236.7536,
"NZL","FISHLAND","NLD","USD","A","2018",476227343.41301,
"NZL","FISHLAND","NLD","USD","A","2019",475726983.2339,
"NZL","FISHLAND","NLD","USD","A","2020",457398626.67199,
"NOR","FISHLAND","NLD","TONNE","A","1996",2387149.397,
"NOR","FISHLAND","NLD","TONNE","A","1997",2603416.4925,
"NOR","FISHLAND","NLD","TONNE","A","1998",2578555.8449,
"NOR","FISHLAND","NLD","TONNE","A","1999",2388873.1821,
"NOR","FISHLAND","NLD","TONNE","A","2000",2510678.8414,
"NOR","FISHLAND","NLD","TONNE","A","2001",2489215.8943,
"NOR","FISHLAND","NLD","TONNE","A","2002",2467636.2823,
"NOR","FISHLAND","NLD","TONNE","A","2003",2117683.579,
"NOR","FISHLAND","NLD","TONNE","A","2004",2188162.9743,
"NOR","FISHLAND","NLD","TONNE","A","2005",2108099.449,
"NOR","FISHLAND","NLD","TONNE","A","2006",2012764.9435,
"NOR","FISHLAND","NLD","TONNE","A","2007",2090017.2018,
"NOR","FISHLAND","NLD","TONNE","A","2008",2138482.6999,
"NOR","FISHLAND","NLD","TONNE","A","2009",2317174.5738,
"NOR","FISHLAND","NLD","TONNE","A","2010",2334532.7877,
"NOR","FISHLAND","NLD","TONNE","A","2011",2002113.2083,
"NOR","FISHLAND","NLD","TONNE","A","2012",1816479.4364,
"NOR","FISHLAND","NLD","TONNE","A","2013",1739815.8506,
"NOR","FISHLAND","NLD","TONNE","A","2014",1839884.4682,
"NOR","FISHLAND","NLD","TONNE","A","2015",1852326.3174,
"NOR","FISHLAND","NLD","TONNE","A","2016",1725269.6023,
"NOR","FISHLAND","NLD","TONNE","A","2017",1994322.0791,
"NOR","FISHLAND","NLD","TONNE","A","2018",1981513.02561,
"NOR","FISHLAND","NLD","TONNE","A","2019",1940520.11761,
"NOR","FISHLAND","NLD","TONNE","A","2020",2078036.26491,
"NOR","FISHLAND","NLF","TONNE","A","1996",183654.0447,
"NOR","FISHLAND","NLF","TONNE","A","1997",209786.0499,
"NOR","FISHLAND","NLF","TONNE","A","1998",259304.6695,
"NOR","FISHLAND","NLF","TONNE","A","1999",236085.7071,
"NOR","FISHLAND","NLF","TONNE","A","2000",220927.9236,
"NOR","FISHLAND","NLF","TONNE","A","2001",218716.5004,
"NOR","FISHLAND","NLF","TONNE","A","2002",293310.8378,
"NOR","FISHLAND","NLF","TONNE","A","2003",424430.2821,
"NOR","FISHLAND","NLF","TONNE","A","2004",317768.4918,
"NOR","FISHLAND","NLF","TONNE","A","2005",273521.2076,
"NOR","FISHLAND","NLF","TONNE","A","2006",219315.2314,
"NOR","FISHLAND","NLF","TONNE","A","2007",235384.6846,
"NOR","FISHLAND","NLF","TONNE","A","2008",236655.5245,
"NOR","FISHLAND","NLF","TONNE","A","2009",165945.7835,
"NOR","FISHLAND","NLF","TONNE","A","2010",214848.2608,
"NOR","FISHLAND","NLF","TONNE","A","2011",147838.9351,
"NOR","FISHLAND","NLF","TONNE","A","2012",193084.4124,
"NOR","FISHLAND","NLF","TONNE","A","2013",191284.5597,
"NOR","FISHLAND","NLF","TONNE","A","2014",284955.6639,
"NOR","FISHLAND","NLF","TONNE","A","2015",307845.4614,
"NOR","FISHLAND","NLF","TONNE","A","2016",180007.1602,
"NOR","FISHLAND","NLF","TONNE","A","2017",253675.2158,
"NOR","FISHLAND","NLF","TONNE","A","2018",358924.03565,
"NOR","FISHLAND","NLF","TONNE","A","2019",199584.42865,
"NOR","FISHLAND","NLF","TONNE","A","2020",187270.45578,
"NOR","FISHLAND","NLD","USD","A","1996",1282621493.6036,
"NOR","FISHLAND","NLD","USD","A","1997",1245542960.9267,
"NOR","FISHLAND","NLD","USD","A","1998",1327798059.307,
"NOR","FISHLAND","NLD","USD","A","1999",1222219689.7153,
"NOR","FISHLAND","NLD","USD","A","2000",1059458648.6985,
"NOR","FISHLAND","NLD","USD","A","2001",1206261465.4779,
"NOR","FISHLAND","NLD","USD","A","2002",1324638274.6753,
"NOR","FISHLAND","NLD","USD","A","2003",1148178229.215,
"NOR","FISHLAND","NLD","USD","A","2004",1452472023.4331,
"NOR","FISHLAND","NLD","USD","A","2005",1745445126.7195,
"NOR","FISHLAND","NLD","USD","A","2006",1730474061.3867,
"NOR","FISHLAND","NLD","USD","A","2007",1953351947.091,
"NOR","FISHLAND","NLD","USD","A","2008",2049943070.7529,
"NOR","FISHLAND","NLD","USD","A","2009",1717981394.6327,"C"
"NOR","FISHLAND","NLD","USD","A","2010",2098181745.5856,"C"
"NOR","FISHLAND","NLD","USD","A","2011",2753457566.9484,
"NOR","FISHLAND","NLD","USD","A","2012",2335408005.5358,
"NOR","FISHLAND","NLD","USD","A","2013",2054611947.0498,
"NOR","FISHLAND","NLD","USD","A","2014",2176662192.2198,
"NOR","FISHLAND","NLD","USD","A","2015",1989434871.6307,
"NOR","FISHLAND","NLD","USD","A","2016",2134461960.3356,
"NOR","FISHLAND","NLD","USD","A","2017",2158605758.1198,
"NOR","FISHLAND","NLD","USD","A","2018",2422168102.2772,
"NOR","FISHLAND","NLD","USD","A","2019",2368780732.3161,
"NOR","FISHLAND","NLD","USD","A","2020",2354427558.1202,
"NOR","FISHLAND","NLF","USD","A","1996",71670344.705782,
"NOR","FISHLAND","NLF","USD","A","1997",63781671.806423,
"NOR","FISHLAND","NLF","USD","A","1998",70377222.310388,
"NOR","FISHLAND","NLF","USD","A","1999",57205989.342943,
"NOR","FISHLAND","NLF","USD","A","2000",53848134.704397,
"NOR","FISHLAND","NLF","USD","A","2001",73166904.427498,
"NOR","FISHLAND","NLF","USD","A","2002",81092886.686427,
"NOR","FISHLAND","NLF","USD","A","2003",114610595.3655,
"NOR","FISHLAND","NLF","USD","A","2004",97807342.323942,
"NOR","FISHLAND","NLF","USD","A","2005",74408431.832428,
"NOR","FISHLAND","NLF","USD","A","2006",98477831.33842,
"NOR","FISHLAND","NLF","USD","A","2007",112268543.00177,
"NOR","FISHLAND","NLF","USD","A","2008",112661983.93653,
"NOR","FISHLAND","NLF","USD","A","2009",83136015.35909,
"NOR","FISHLAND","NLF","USD","A","2010",114425232.80805,
"NOR","FISHLAND","NLF","USD","A","2011",116007548.05563,
"NOR","FISHLAND","NLF","USD","A","2012",114957972.29468,
"NOR","FISHLAND","NLF","USD","A","2013",112296205.86633,
"NOR","FISHLAND","NLF","USD","A","2014",123829229.33339,
"NOR","FISHLAND","NLF","USD","A","2015",117213626.96664,
"NOR","FISHLAND","NLF","USD","A","2016",94126513.473417,
"NOR","FISHLAND","NLF","USD","A","2017",98539558.719459,
"NOR","FISHLAND","NLF","USD","A","2018",145008502.92869,
"NOR","FISHLAND","NLF","USD","A","2019",93092977.870226,
"NOR","FISHLAND","NLF","USD","A","2020",82916652.069939,
"POL","FISHLAND","NLD","TONNE","A","1995",137886.1,
"POL","FISHLAND","NLD","TONNE","A","1996",212921.8,
"POL","FISHLAND","NLD","TONNE","A","1997",234300,
"POL","FISHLAND","NLD","TONNE","A","1998",180600,
"POL","FISHLAND","NLD","TONNE","A","1999",134300,
"POL","FISHLAND","NLD","TONNE","A","2000",115915,
"POL","FISHLAND","NLD","TONNE","A","2001",114688,
"POL","FISHLAND","NLD","TONNE","A","2002",103926,
"POL","FISHLAND","NLD","TONNE","A","2003",95338,
"POL","FISHLAND","NLD","TONNE","A","2004",89706.1102,
"POL","FISHLAND","NLD","TONNE","A","2005",81123.76675,
"POL","FISHLAND","NLD","TONNE","A","2006",79080.5838,
"POL","FISHLAND","NLD","TONNE","A","2007",77761.2447,
"POL","FISHLAND","NLD","TONNE","A","2008",63346.9515,
"POL","FISHLAND","NLD","TONNE","A","2009",78678.5547,
"POL","FISHLAND","NLD","TONNE","A","2010",80887.6584,
"POL","FISHLAND","NLD","TONNE","A","2011",80937.7298,
"POL","FISHLAND","NLD","TONNE","A","2012",98921.25938,
"POL","FISHLAND","NLD","TONNE","A","2013",96792.86789,
"POL","FISHLAND","NLD","TONNE","A","2014",104748.52495,
"POL","FISHLAND","NLD","TONNE","A","2015",107196.19976,
"POL","FISHLAND","NLD","TONNE","A","2016",117289.01243,
"POL","FISHLAND","NLD","TONNE","A","2017",108737.86815,
"POL","FISHLAND","NLD","TONNE","A","2018",121432.27943,
"POL","FISHLAND","NLD","TONNE","A","2019",95320.30531,
"POL","FISHLAND","NLD","TONNE","A","2020",101868.2855,
"POL","FISHLAND","NLF","TONNE","A","1995",103351.4,
"POL","FISHLAND","NLF","TONNE","A","1996",193676.9,
"POL","FISHLAND","NLF","TONNE","A","1997",146700,
"POL","FISHLAND","NLF","TONNE","A","1998",106100,
"POL","FISHLAND","NLF","TONNE","A","1999",100500,
"POL","FISHLAND","NLF","TONNE","A","2000",84224,
"POL","FISHLAND","NLF","TONNE","A","2001",92672,
"POL","FISHLAND","NLF","TONNE","A","2002",100476,
"POL","FISHLAND","NLF","TONNE","A","2003",64923,
"POL","FISHLAND","NLF","TONNE","A","2004",32965.8591,
"POL","FISHLAND","NLF","TONNE","A","2005",41411.3025,
"POL","FISHLAND","NLF","TONNE","A","2006",23804.5692,
"POL","FISHLAND","NLF","TONNE","A","2007",28582.1135,
"POL","FISHLAND","NLF","TONNE","A","2008",29199.3095,
"POL","FISHLAND","NLF","TONNE","A","2009",51172.9411,
"POL","FISHLAND","NLF","TONNE","A","2010",27507.663,
"POL","FISHLAND","NLF","TONNE","A","2011",28234.705,
"POL","FISHLAND","NLF","TONNE","A","2012",19611.21101,
"POL","FISHLAND","NLF","TONNE","A","2013",35513.88601,
"POL","FISHLAND","NLF","TONNE","A","2014",12076.098,
"POL","FISHLAND","NLF","TONNE","A","2015",25659.715,
"POL","FISHLAND","NLF","TONNE","A","2016",20172.939,
"POL","FISHLAND","NLF","TONNE","A","2017",26995.91,
"POL","FISHLAND","NLF","TONNE","A","2018",32018.375,
"POL","FISHLAND","NLF","TONNE","A","2019",25996.78,
"POL","FISHLAND","NLF","TONNE","A","2020",12098.91,
"POL","FISHLAND","NLD","USD","A","1995",78373849.862004,
"POL","FISHLAND","NLD","USD","A","1996",118107630.38931,
"POL","FISHLAND","NLD","USD","A","1997",138536537.07031,
"POL","FISHLAND","NLD","USD","A","1998",125858970.49572,
"POL","FISHLAND","NLD","USD","A","1999",78199096.078475,
"POL","FISHLAND","NLD","USD","A","2000",45600760.930916,
"POL","FISHLAND","NLD","USD","A","2001",54329807.867384,
"POL","FISHLAND","NLD","USD","A","2002",40452041.065129,
"POL","FISHLAND","NLD","USD","A","2003",39172291.800906,
"POL","FISHLAND","NLD","USD","A","2004",33632007.00359,
"POL","FISHLAND","NLD","USD","A","2005",34069043.75983,
"POL","FISHLAND","NLD","USD","A","2006",39733668.615535,
"POL","FISHLAND","NLD","USD","A","2007",40219090.795995,
"POL","FISHLAND","NLD","USD","A","2008",32878133.710865,
"POL","FISHLAND","NLD","USD","A","2009",32050671.496641,
"POL","FISHLAND","NLD","USD","A","2010",36268078.137497,
"POL","FISHLAND","NLD","USD","A","2011",41665211.54512,
"POL","FISHLAND","NLD","USD","A","2012",52727204.825554,
"POL","FISHLAND","NLD","USD","A","2013",46824572.176395,
"POL","FISHLAND","NLD","USD","A","2014",46448536.673893,
"POL","FISHLAND","NLD","USD","A","2015",37167183.026078,
"POL","FISHLAND","NLD","USD","A","2016",40297224.288499,
"POL","FISHLAND","NLD","USD","A","2017",38438187.175301,
"POL","FISHLAND","NLD","USD","A","2018",41178519.530967,
"POL","FISHLAND","NLD","USD","A","2019",30894167.934614,
"POL","FISHLAND","NLD","USD","A","2020",29383462.324337,
"POL","FISHLAND","NLF","USD","A","1995",96934768.741767,
"POL","FISHLAND","NLF","USD","A","1996",96944758.531616,
"POL","FISHLAND","NLF","USD","A","1997",52870198.220827,
"POL","FISHLAND","NLF","USD","A","1998",55200936.094648,
"POL","FISHLAND","NLF","USD","A","1999",63471149.809858,
"POL","FISHLAND","NLF","USD","A","2000",42596853.433201,
"POL","FISHLAND","NLF","USD","A","2001",31626001.095418,
"POL","FISHLAND","NLF","USD","A","2002",23384322.642495,
"POL","FISHLAND","NLF","USD","A","2003",17865134.747919,
"POL","FISHLAND","NLF","USD","A","2004",3738655.3844191,
"POL","FISHLAND","NLF","USD","A","2005",3817370.0651914,
"POL","FISHLAND","NLF","USD","A","2006",3284570.6682863,
"POL","FISHLAND","NLF","USD","A","2007",5569399.6628219,
"POL","FISHLAND","NLF","USD","A","2008",3636774.5631615,
"POL","FISHLAND","NLF","USD","A","2009",7271263.62652,
"POL","FISHLAND","NLF","USD","A","2010",4140108.010834,
"POL","FISHLAND","NLF","USD","A","2011",6751549.1913747,
"POL","FISHLAND","NLF","USD","A","2012",4458718.7285208,
"POL","FISHLAND","NLF","USD","A","2013",11769436.455201,
"POL","FISHLAND","NLF","USD","A","2014",3304050.2468359,
"POL","FISHLAND","NLF","USD","A","2015",6669779.0474259,
"POL","FISHLAND","NLF","USD","A","2016",3220626.3592703,
"POL","FISHLAND","NLF","USD","A","2017",6933116.5341081,
"POL","FISHLAND","NLF","USD","A","2018",7663438.6403854,
"POL","FISHLAND","NLF","USD","A","2019",10276654.845701,
"POL","FISHLAND","NLF","USD","A","2020",9605408.0496474,
"PRT","FISHLAND","NLD","TONNE","A","1995",244557.311,
"PRT","FISHLAND","NLD","TONNE","A","1996",215779.6935,
"PRT","FISHLAND","NLD","TONNE","A","1997",195469.957,
"PRT","FISHLAND","NLD","TONNE","A","1998",203522.10384,
"PRT","FISHLAND","NLD","TONNE","A","1999",179921.62001,
"PRT","FISHLAND","NLD","TONNE","A","2000",160752.627,
"PRT","FISHLAND","NLD","TONNE","A","2001",160480.5625,
"PRT","FISHLAND","NLD","TONNE","A","2002",165895.6912,
"PRT","FISHLAND","NLD","TONNE","A","2003",174830.1217,
"PRT","FISHLAND","NLD","TONNE","A","2004",174980.6481,
"PRT","FISHLAND","NLD","TONNE","A","2005",164254.41934,
"PRT","FISHLAND","NLD","TONNE","A","2006",151987.35394,
"PRT","FISHLAND","NLD","TONNE","A","2007",164410.88685,
"PRT","FISHLAND","NLD","TONNE","A","2008",179508.04636,
"PRT","FISHLAND","NLD","TONNE","A","2009",151310.89585,
"PRT","FISHLAND","NLD","TONNE","A","2010",180950.28137,
"PRT","FISHLAND","NLD","TONNE","A","2011",194147.9,
"PRT","FISHLAND","NLD","TONNE","A","2012",163988.4,
"PRT","FISHLAND","NLD","TONNE","A","2013",159839.172,
"PRT","FISHLAND","NLD","TONNE","A","2014",130490.54285,
"PRT","FISHLAND","NLD","TONNE","A","2015",144187.27875,
"PRT","FISHLAND","NLD","TONNE","A","2016",132910.4931,
"PRT","FISHLAND","NLD","TONNE","A","2017",127484.82,
"PRT","FISHLAND","NLD","TONNE","A","2018",135490.26,
"PRT","FISHLAND","NLD","TONNE","A","2019",154905.51,
"PRT","FISHLAND","NLD","TONNE","A","2020",129148.0691,"P"
"PRT","FISHLAND","NLF","TONNE","A","1995",1453.9,
"PRT","FISHLAND","NLF","TONNE","A","1996",5717.1,
