Country,Year,14.1 Pollution,14.2 Ecosystem,14.3 Acidification,14.4 Sustainable Fishing,14.5 Protection,14.6 Incentives,14.7 Economics,14.a Science,14.b Small-scale Fishing,14.c Marine Agreements
Finland,2012,22.445647870227383,52.2156337357922,51.039695756327504,99.51016320195048,44.2151396623163,50.156637159246614,40.5529435116096,50.212747024748424,83.24286960312465,76.47058823529414
Finland,2013,21.785273377086103,51.20560918140072,51.23779680036751,98.5281281968187,44.22285335983997,52.51507799842545,44.867331754925495,50.01526985606807,84.01539202626812,76.96078431372553
Finland,2014,23.640409948267266,51.18166647844839,53.23673750683002,97.54503886274759,44.2319156514642,50.59906970499833,49.12677873073892,50.09813144734487,84.8015523161381,77.4509803921569
Finland,2015,26.998916963389828,50.01277003923702,55.15678357172713,96.56086257180893,44.66291302545319,53.33126178416979,49.54868696324502,49.53525628534971,85.54131795437337,77.94117647058826
Finland,2016,29.490534559896265,49.27451220721114,54.17493835630466,95.5755650476144,44.71144874061983,57.01984079193655,57.59957115668463,49.477063104568884,86.24458406409278,78.43137254901963
Finland,2017,27.734706167919676,55.4109086525978,55.00762759813135,94.53863535529365,45.443797195557856,55.013193542750045,37.83996322146661,49.27161122527515,86.12122644833973,80.78431372549024
Finland,2018,25.93749801758226,61.92232120559405,54.09903308574476,93.5015232178773,46.1524460733889,50.8083472093343,52.48326335539526,49.105829081869125,86.08815284992701,83.13725490196082
Finland,2019,25.470106188316976,68.75624074479263,55.25118729045834,92.46422240956468,46.85906757758744,52.10112072877396,47.314533867754804,48.940042269405254,85.22112833900587,85.49019607843141
Finland,2020,25.30948032053919,75.10499266027291,58.70313209854275,91.42672640891342,46.86018831656664,53.478657582345825,34.87115103584296,48.77425075632498,83.91987859263325,87.84313725490199
Finland,2021,28.312929553655383,80.97892957573494,58.30827064453467,90.38902838054867,46.861245728113786,54.84285458239584,34.87115103584296,48.60845451074246,81.8636578566086,90.19607843137258
Finland,2022,24.975749479971768,86.81099307776121,58.30827064453467,89.35112115545907,46.861245728113786,54.43601774945765,34.87115103584296,48.44265350043998,83.70145998836611,90.19607843137258
France,2012,75.50041339172027,48.190343893589926,69.46278351969424,94.05977515255508,51.24642207782239,44.67744255355786,34.81844224487497,77.64835039991249,82.59432051894949,84.3137254901961
France,2013,26.734634831021108,47.82554856656279,69.26353326416385,94.35529725341753,51.59984030912335,46.08545510808041,54.27200792552343,77.78816263160942,83.4013827937555,84.3137254901961
France,2014,46.95747985834098,47.48945768101637,72.10781348219157,94.65069112572402,55.971876497621544,52.955106873175104,36.329626274988605,75.16430803737146,84.70702155789752,84.3137254901961
France,2015,33.65559651296578,47.74873589774782,71.52039707810752,94.94595799118294,57.10292261905647,59.296041236421914,43.17437881747766,72.52447796821517,84.76781184176161,84.3137254901961
France,2016,32.09648512569108,47.78714282962608,71.16356978560079,95.24109905219272,58.05571159963892,65.4310789859046,32.51174119709494,69.8664530857924,85.36724462885942,84.3137254901961
France,2017,47.885660731095875,55.08051857625365,70.84514312245126,95.22643578622286,68.48808190599037,71.22507065142614,46.88027577648529,67.12416584260863,84.72191911282076,86.6666666666667
France,2018,22.366529845260224,61.32295366465767,72.19413211685774,95.21176587966139,79.13301345782912,47.71821249808321,56.71737918457785,67.1984855821941,84.4754930640654,89.01960784313728
France,2019,26.479214796436718,67.93307846555267,72.76165186184559,95.19708932962003,90.88185444453946,48.06067050010764,52.91583007549638,67.27280112254736,84.32500721434539,91.37254901960787
France,2020,23.28332292616759,74.24461611138786,78.15560342373054,95.18240613319826,90.89598638951381,49.531688530059675,20.95834940166653,67.3471124750781,84.34106951545253,93.72549019607845
France,2021,30.81966442510481,80.81757331247142,74.91741518571425,95.16771628748326,90.89598638951381,51.00000451159445,20.95834940166653,67.42141965114797,83.35739667388191,96.07843137254905
France,2022,22.72924992955619,86.96342688926062,74.91741518571425,95.15301978954996,90.89598638951381,51.34355418354387,20.95834940166653,67.49572266207076,84.94746841821556,96.07843137254905
Germany,2012,72.928617731544,87.44082727057057,52.884214465735454,85.67486240478546,86.93459418193471,52.781177568014705,51.3547551320234,45.00752169978161,75.40775771615752,80.39215686274511
Germany,2013,39.796360976981916,86.85672690603111,52.456815723766525,86.82309463648357,86.97183513463685,52.638966292166145,63.65333699747231,44.39456025793356,76.16289542435372,80.88235294117649
Germany,2014,73.15068222748259,86.19581743541966,53.36217727561681,87.97114059985762,86.97183513463685,52.49672720790456,53.568568659469896,43.63923600934781,76.97025233097698,81.37254901960786
Germany,2015,72.36075489210569,86.15512416003233,53.370618098335775,89.11900756566423,87.11182823907912,60.65537353142008,68.50450278852517,42.51791906945442,79.93110746585889,81.86274509803926
Germany,2016,72.96671332312783,86.02794111446111,53.44978963155621,90.2667024232123,87.16585574781023,48.683418456287065,62.259905499711735,41.948415984624106,79.84443237639381,82.35294117647062
Germany,2017,73.30778064391994,86.04320440736875,53.673928455565765,90.57828211558822,88.42148720634553,55.0374481952313,72.88378748852195,42.08181596675597,80.44098541166285,83.52941176470591
Germany,2018,44.20587697822994,85.7327792316886,54.318678293980845,90.88976654302395,90.23043134060475,52.08211427681365,57.97807243243331,42.263563575715175,81.12086166535458,84.7058823529412
Germany,2019,72.10353571793392,85.84475324648403,55.49785841361532,91.2011566988025,90.34399713893256,52.09150594430012,77.39586117929495,42.445307019486336,78.93659230418146,85.8823529411765
Germany,2020,37.60336664154022,85.69714700196359,57.80558806865461,91.5124535602457,90.34399713893256,55.37121524240724,47.12939331748359,42.62704633292722,77.44050476894755,87.0588235294118
Germany,2021,55.60656616937369,85.68187543410508,56.43681936239622,91.82365808906528,90.34399713893256,58.61745802579005,47.12939331748359,42.80878155045191,76.68560690148614,88.23529411764709
Germany,2022,55.60656616937369,85.6411494550116,56.43681936239622,92.13477123170394,90.34399713893256,58.62696047543084,47.12939331748359,42.990512706038345,78.04740038003811,88.23529411764709
Ireland,2012,56.1548328023536,46.55271011389628,59.95998810786182,81.52404992612618,38.75846359267961,49.38002603050911,52.69064521801585,99.06274941811003,78.20148107519525,66.66666666666669
Ireland,2013,54.6567367348711,45.92779458228342,60.208408175834535,79.63682979916798,39.15964871504904,49.27176362550922,48.35655798154806,97.71393705755632,79.17783835355286,67.15686274509805
Ireland,2014,54.09026361182407,45.83162327698969,60.23945723085724,77.7493346076879,39.556843771655345,49.16348562831293,48.52219864682466,96.36317962263004,80.94344489420736,67.64705882352943
Ireland,2015,54.473675279448265,45.74025291036558,59.031361947788625,75.8615433287056,39.95051143163192,52.38352415723813,49.67154857162256,95.01039238693396,82.86582253515742,68.1372549019608
Ireland,2016,53.626962556131495,45.64406551002808,58.169905723843684,73.97343271177783,40.36844123012746,52.71921606335059,65.84453621867281,93.6554845949128,83.5736624350263,68.62745098039217
Ireland,2017,52.53480083178048,52.13116686534092,58.68481848614357,76.37179544823324,40.63241386107851,54.36038460227477,55.555950223923055,92.68143034117762,82.88820328217412,68.62745098039217
Ireland,2018,55.26027054146528,58.38867529489501,58.64351425271026,78.76511658008158,41.22109076945871,57.94201346083764,57.73540779225593,91.7061948053065,83.23611723264386,68.62745098039217
Ireland,2019,55.095762707077455,64.59658600166377,59.69739997508884,81.15386851208102,43.72447042936499,58.13325103686104,33.335450158223544,90.7297375574482,83.02175831855757,68.62745098039217
Ireland,2020,55.13191310438382,70.80262559884733,62.540752570637146,83.53846100153916,43.73753494894725,60.33024025460098,46.79200015280407,89.75201590964262,82.74664779136798,68.62745098039217
Ireland,2021,55.13191310438382,76.89263951460687,60.90892245973744,85.9192518746289,43.737766208082,62.51642834576143,46.79200015280407,88.77298473615012,82.77520892704281,68.62745098039217
Ireland,2022,28.02513307931579,82.94211971770117,60.90892245973744,88.29655551599322,43.737766208082,62.708762400118,46.79200015280407,87.79259627488294,82.65188046438902,68.62745098039217
Latvia,2012,34.578264263830725,64.07576711937558,75.6658826550589,95.94024054468244,56.88141337063874,62.32639231238643,49.3160823569583,67.90454800103892,82.32078190112401,80.39215686274511
Latvia,2013,31.14566584274105,62.854955740606854,76.87770543575942,95.57441365942807,61.15495911758684,62.296063566264365,62.60308540984393,66.7912339693763,83.95805244905513,80.39215686274511
Latvia,2014,28.944464207598546,62.55072847792035,78.6579992866185,95.20778761310564,65.33861157413858,62.26573338488146,41.82681765432176,65.80451647599317,85.40457627244913,80.39215686274511
Latvia,2015,25.687924611668866,61.784797812378436,78.67906701204713,94.84035268699719,69.45765019087746,63.24693477274689,42.87749243828507,64.25656656217144,86.82933506414768,80.39215686274511
Latvia,2016,27.124560282127742,61.65216554621275,79.1915951024803,94.47209884467016,73.52731122642224,96.4244822870794,23.46222902343217,63.88389515134438,88.32728444513819,80.39215686274511
Latvia,2017,23.694478432016414,65.5810970180126,77.80325579463586,93.61674695617248,73.52731122642224,62.59465498081054,39.479507181076166,64.59673373964627,88.44158912924465,80.78431372549021
Latvia,2018,20.94137306349625,69.29333496757911,73.17443012058584,92.76108732229488,73.52731122642224,77.2523728157724,54.53785446400058,65.3094545293976,88.68581428901757,81.17647058823532
Latvia,2019,21.938881098557662,73.85912018763207,73.27636501408351,91.9051111208558,73.52731122642224,96.04001906670179,45.19836859066696,66.02173226626778,88.93002724146228,81.56862745098042
Latvia,2020,21.083698477169925,77.86760448254273,77.95007495039192,91.04880916350179,73.53035644375397,92.65593422550737,28.06850476075748,66.73357890836536,89.11428071738065,81.96078431372553
Latvia,2021,30.58668336186644,82.21451620185911,75.12260315786763,90.19217187530461,73.53340163899401,89.24493836798165,28.06850476075748,67.4450059188774,88.97376396648531,82.35294117647062
Latvia,2022,51.84519925738317,86.1856443569504,75.12260315786763,89.33518927290731,73.53340163899401,89.11755460716462,28.06850476075748,68.15602429363638,93.80883636291453,82.35294117647062
Lithuania,2012,38.92342209283637,63.68861289118707,66.36363078194887,92.08484704896965,48.95661414283759,48.15158697164192,37.07403764372419,70.01302806746416,82.9716432929434,58.823529411764724
Lithuania,2013,22.94598938128197,65.59230528968054,69.03862769772604,91.85070885734906,60.405808658543386,48.26194591120917,44.31217908155976,68.59702595686942,84.48685926173461,59.803921568627466
Lithuania,2014,27.986105971500432,68.24062411397409,70.09139922088838,91.61247234877251,65.95994061769605,48.81546439538107,56.382728353089846,67.30739050939269,85.92585985377725,60.78431372549021
Lithuania,2015,28.763490526114563,70.89673955715817,69.76570687743964,91.37009940270205,74.41858783051909,50.597571096858644,50.53648672984355,65.45482604166244,87.37320192775927,61.76470588235296
Lithuania,2016,30.420369868372553,73.58864911082027,69.62859005398742,91.12354709902341,79.8811231955168,52.362118246744174,53.157690973251285,64.77896928285703,88.72415430861925,62.7450980392157
Lithuania,2017,28.744832488987793,75.31352327493131,68.15990261815958,90.86195720032221,79.8811231955168,48.60496651505184,64.76496334134184,65.1471088745886,88.89179927376094,63.1372549019608
Lithuania,2018,30.013980141654205,77.20249379961489,66.70328461497093,90.60032138316855,79.8811231955168,47.30150902223977,65.31087110241654,65.51546750863704,89.2042270807378,63.5294117647059
Lithuania,2019,31.511902307902584,79.77288633806694,65.51796844359386,90.33863926617936,79.8811231955168,47.649232594320026,63.74809949765497,65.88370866336462,89.43177033010542,63.921568627451
Lithuania,2020,28.217872787978628,81.52083856061559,66.04454864839118,90.07691046318699,79.8811231955168,47.98398182591026,48.034661767614296,66.25183398757918,89.62935858299085,64.31372549019609
Lithuania,2021,29.23405196049245,83.75557349724632,64.8624904997805,89.81513458315749,79.8811231955168,48.31757466048117,48.034661767614296,66.61984509434785,89.51744023478737,64.7058823529412
Lithuania,2022,60.15683023793003,85.78367895216941,64.8624904997805,89.55331123010683,79.8811231955168,48.172514934966905,48.034661767614296,66.98774356204731,92.98952120756763,64.7058823529412
Netherlands,2012,53.987623540434555,84.10689321767131,55.179659741812245,89.30354858646838,77.05762028797011,48.317290637883445,60.689526302683944,46.95952890518299,68.9269908354244,84.3137254901961
Netherlands,2013,21.45996711468277,84.08647841587938,55.05543163614538,89.24521809087231,79.23017725237197,70.33990285516269,57.389501925661996,46.16716670528988,69.77239327141345,84.80392156862749
Netherlands,2014,56.07111619992483,83.80570395919003,55.64841858282134,89.18640263949818,81.39455260686348,45.09515571716862,50.0882795697877,45.24417712139474,70.7752889243625,85.29411764705885
Netherlands,2015,53.57556669935493,84.06606291709393,54.76371963353624,89.12710146611514,83.5514581312529,54.222976053417476,56.08202771738321,44.14268706345065,71.87478256190877,85.78431372549022
Netherlands,2016,53.405299032417254,83.78527881721395,54.507891249799506,89.06731374239524,87.35252203526817,46.483391912346725,33.211561917216734,43.4233267409606,73.16384160690176,86.2745098039216
Netherlands,2017,54.39284178919889,83.82612839607745,54.738353489847036,90.10104008913981,87.35252203526817,50.07971334277707,45.48465485086351,43.684241186983414,73.35023249352382,87.4509803921569
Netherlands,2018,31.28450902883587,83.43283352881542,55.170909300670246,91.13475587267716,87.35252203526817,45.52270501286548,54.34737749831903,43.71946832198137,73.8694594040105,88.62745098039218
Netherlands,2019,52.564220511729246,83.25908666387954,55.86217610431525,92.16846144819573,87.35252203526817,45.910584478719095,53.75957568183383,43.75469529866312,74.47933770494018,89.80392156862749
Netherlands,2020,52.20050682899111,83.74442641561645,58.80769441206184,93.20215715511122,89.14886917834794,46.84095822116825,34.12389430100993,43.78992211727859,79.56990665465369,90.98039215686278
Netherlands,2021,19.159994449206433,83.8976083811766,58.180310144712486,94.23584331793383,90.9410142531793,47.76898231523114,34.12389430100993,43.825148778077065,73.54782355658261,92.15686274509807
Netherlands,2022,21.284301242406276,83.83123439519882,58.180310144712486,95.26952024707879,90.9410142531793,47.87844625337166,34.12389430100993,43.86037528130723,74.56001561100811,92.15686274509807
Poland,2012,23.843926176935934,46.663236868067216,46.70005828096359,92.90905039997766,83.84838012674359,55.154610610303905,49.926874887393254,44.9181538834979,82.35350404290361,80.39215686274511
Poland,2013,14.915791073096512,49.74974449588584,47.713974721667924,93.14379280412797,83.84698465726194,55.233293769766846,46.12715008962457,43.277161486126474,83.72469656328246,81.37254901960786
Poland,2014,28.93589012927695,52.66722383705864,49.2707101590333,93.37851208636674,83.84558918528202,55.121882940832236,36.91848887706844,41.688362925900115,76.70054366223603,82.35294117647061
Poland,2015,20.240521897822763,55.5118340386139,49.76928714027546,93.61320841763848,83.84419371080368,55.109323626525075,39.41859876265019,39.73549935904403,78.26221786990256,83.33333333333336
Poland,2016,25.458959228291352,58.66484088956082,49.74443539281615,93.84788196707909,83.8427982338268,54.762472501266444,42.43643753594123,38.08391886442876,80.92761851287536,84.3137254901961
Poland,2017,20.214465373041783,62.78575526713274,48.36324314381597,92.12917644701433,83.84465886924073,54.60340050586691,54.789358743081046,38.53067702245573,81.56355813946607,84.7058823529412
Poland,2018,19.404290351338766,66.83831128798909,47.865817466368405,90.4097150215023,83.8786059606505,54.38719822376848,47.75415697316247,38.999321801178496,81.54452454048634,85.0980392156863
Poland,2019,15.487725176421245,70.9686092827026,48.512680790025556,88.68945285680667,83.88046665837085,54.19386944702727,48.44166092089596,39.467957696014146,81.36439229989614,85.49019607843141
Poland,2020,15.323315235669904,75.04127633360288,49.196406403396246,86.96834132619614,83.90558564288388,53.70603743990782,46.0593453659613,39.936584908118334,80.7914708880383,85.8823529411765
Poland,2021,25.101467667402176,79.07429132865879,46.629022863993534,85.2463275818232,83.93070381845037,53.218164185525595,46.0593453659613,40.40520363177493,79.36093632916533,86.2745098039216
Poland,2022,46.04104351407123,83.126186271714,46.629022863993534,83.52335406487836,83.93070381845037,53.014543632192215,46.0593453659613,40.87381405470818,81.93079658167,86.2745098039216
Portugal,2012,20.165443833037443,49.614928221445055,74.47217157906837,88.68293856705908,32.03884483670742,46.03672912650471,43.103825120228144,99.43100208306642,83.67104246202877,68.62745098039217
Portugal,2013,29.507344117059656,52.29211604103227,75.35868826490692,89.25050977438131,33.025328332970346,45.96199783164338,52.683687777743,98.89729380717257,81.4272867621411,70.58823529411767
Portugal,2014,22.956833086499962,55.44491329955697,75.02633149989248,89.81725001343474,33.93606505431936,46.392095441072286,58.28671294326576,98.36329150344557,80.4926467251996,72.54901960784316
Portugal,2015,19.503961887516837,58.44857331081798,71.70911496349568,90.38317644415443,35.755862887974274,46.40237179996601,42.276616941929824,97.82899031185963,78.74555764960553,74.50980392156865
Portugal,2016,18.739997896041462,61.56864600190259,72.46761635815979,90.94830559217554,36.66509559171197,46.08364776795409,56.09887818150237,97.29438524350843,79.72115730534766,76.47058823529414
Portugal,2017,26.177982997232036,65.62562157608328,69.10948565135584,91.92831572660175,37.06845717123411,46.331866231121715,53.00181102519624,97.07335513110017,78.37009195731764,78.43137254901963
Portugal,2018,18.291396674078424,69.70169489774018,70.86932709050554,92.9074989604262,37.626325578963446,46.43436104661726,66.55141084927692,96.85227187537498,79.60810890186355,80.39215686274511
Portugal,2019,19.294184337367234,73.8340808632719,72.99128846579318,93.88588207126057,38.023112880361865,46.38690644295561,62.04106196179072,96.63113510379559,80.83182775348925,82.35294117647062
Portugal,2020,20.145324422676655,77.82227667657921,80.00526804302314,94.86349054184957,38.023112880361865,50.23251314965434,30.417233205428747,96.40994443965324,78.1123733744455,84.3137254901961
Portugal,2021,18.69479963400504,81.82979237961382,81.15088831518646,95.8403486441396,38.023112880361865,54.033890983583284,30.417233205428747,96.18869950200269,76.41756775073112,86.2745098039216
Portugal,2022,17.3088135614735,85.81930633501044,81.15088831518646,96.81647951649158,38.023112880361865,54.108226571505114,30.417233205428747,95.96739990559567,79.21783015839041,86.2745098039216
Spain,2012,23.23737517277368,47.979159609406814,67.20188184129908,95.74730097495483,31.36372382811809,47.716645585101446,26.21422171536494,79.6161055760963,81.65252002407384,86.2745098039216
Spain,2013,27.602456339253525,47.20610904428693,69.82225233011039,94.9908886416911,34.98230480491998,47.44578033391664,52.33646113097432,78.79303042695493,81.80522947088343,86.2745098039216
Spain,2014,32.89179431171789,47.08122237066452,69.13036318701769,94.23444999198111,48.957897240818866,49.09081258183875,32.628395237321044,83.3298234240473,82.10363645744754,86.2745098039216
Spain,2015,22.889125564647248,46.951518531877824,66.97669255397118,93.47798438327644,52.76742823635028,50.04152143549244,53.60869562425441,87.81723036267957,82.54824893189794,86.2745098039216
Spain,2016,25.83216262888336,46.826605135761014,67.79229544650104,92.72149115175678,56.10354360718768,48.80988666659423,54.64712806514681,92.26259551670886,82.9263376696409,86.2745098039216
Spain,2017,55.82432647146271,51.08592636723407,66.13012950554133,92.97124301727679,56.103957317485055,49.255757328613896,58.89997443545708,92.57811576158721,82.66466757619507,86.6666666666667
Spain,2018,22.52863891843892,55.27499701714819,66.52504239477081,93.22087768701438,56.10401643480982,49.81213817132628,64.6453816494604,92.89351186539434,82.21519790249144,87.0588235294118
Spain,2019,22.868805907045182,59.40408465499451,68.5213480191216,93.47039613256712,56.104674526708564,49.925446978063015,34.68944356982718,93.20878515776666,81.84185480268945,87.4509803921569
Spain,2020,21.081499070550095,63.49549030683854,75.87718976310815,93.71979931154992,56.136773967782396,49.154073238559526,21.225232039549418,93.52393694574897,81.52435345837887,87.84313725490199
Spain,2021,20.50838092320316,67.54775792218967,72.80180675408499,93.96908816787676,56.16044671471651,48.378142890808014,21.225232039549418,93.83896851432499,80.28724907281078,88.23529411764709
Spain,2022,20.756561249410037,71.57685075596878,72.80180675408499,94.21826363203525,56.16044671471651,48.585906683977264,21.225232039549418,94.15388112693198,82.73976324788983,88.23529411764709
Sweden,2012,45.12662617195302,50.166123799674544,66.0029408069561,93.94945888571496,37.889942653822125,53.769178280617005,41.443235726382184,67.14730591496678,85.97678766279869,82.35294117647062
Sweden,2013,39.06618234787521,53.252450273380774,67.8501596007928,92.37957390690202,40.976532238735814,53.98484442689387,28.660249849810178,67.02639551277613,87.11089669074006,84.3137254901961
Sweden,2014,38.17695302975003,56.357763314980154,70.06033795904794,90.80609192781061,44.18748898630225,54.175232248280246,56.85352014978179,67.03330609120167,88.36181299861997,86.2745098039216
Sweden,2015,37.331580117413075,59.56692919473027,71.10772747415447,89.22881417731246,47.19607785608999,54.23514095246601,53.891562851362906,66.4785056860601,89.77985118460983,88.2352941176471
Sweden,2016,37.49490229297645,62.65378458907607,71.72938678686012,87.64752304454794,51.50446812149429,54.28470421852193,55.95858099858774,67.1045397462067,91.30596915402923,90.19607843137258
Sweden,2017,34.76363405522603,66.24376504419189,72.57672865237441,86.89749886118872,51.51558133062794,54.15719459504494,53.48193048321821,66.95660759925237,91.10166658970073,90.98039215686278
Sweden,2018,16.947092344777786,70.07500118974163,73.06794040467322,86.14745563202311,51.61979324903765,54.11395450641112,67.63554178302526,66.80899694747019,90.89724932851738,91.76470588235297
Sweden,2019,17.317109957375404,74.07442244323212,74.2558656824305,85.39739286136158,51.75447869311406,54.01293871616573,60.80237814979635,66.66136828926638,90.7026614529506,92.54901960784318
Sweden,2020,16.781125315654624,78.16467956120523,81.07129395257344,84.64731003605704,51.88996724346373,53.86178188594966,36.63188673919895,66.51372152445413,90.49303820405933,93.33333333333337
Sweden,2021,17.139782098900415,82.3460812934621,78.60406043748615,83.89720662472479,51.90319537240702,53.710592215729314,36.63188673919895,66.36605655197664,89.79621305220365,94.11764705882356
Sweden,2022,16.157581434390433,86.16021095972246,78.60406043748615,83.14708207691997,51.90319537240702,53.559369450356066,36.63188673919895,66.2183732698967,90.67432983744082,94.11764705882356
United Kingdom,2012,29.59233616274737,46.879454721301265,62.37172493194431,97.42515421125364,56.47804107943287,47.13927420953518,68.22058404766967,89.66678150625789,84.03562314321194,78.43137254901963
United Kingdom,2013,20.71487417650424,50.57208543445338,62.84194161863586,97.00760922141711,59.62228553208292,46.2803854690305,44.99987347101411,89.90402368187827,85.62727423083578,78.43137254901963
United Kingdom,2014,29.068596641088476,53.913557330955236,65.03500594213428,96.5900424023337,62.83124688722445,46.65320471847079,42.13763883734331,88.7381254812269,87.13359848759411,78.43137254901963
